lsoa_a,lsoa_b,day,hour,label
255,351,1,22,1
701,265,4,8,0
320,148,4,14,0
694,225,6,11,0
561,270,0,20,1
553,836,5,18,0
307,590,2,1,1
911,80,1,13,0
287,549,5,22,1
204,200,4,22,0
540,373,1,1,1
684,494,6,9,0
43,514,2,4,1
966,971,4,7,0
616,101,1,17,0
604,544,0,21,0
929,499,3,18,0
451,856,1,11,0
837,596,1,16,0
717,358,2,9,1
39,919,4,10,0
8,278,6,13,0
356,185,2,17,0
753,446,6,4,0
322,497,5,13,0
913,731,6,17,0
866,402,1,14,0
175,422,4,14,0
792,998,0,16,0
838,504,6,8,0
337,810,4,20,1
960,860,5,11,0
57,176,1,8,0
72,209,4,19,0
549,48,0,11,0
655,575,0,18,0
994,57,0,8,0
311,971,3,16,0
869,975,3,13,0
961,68,4,13,0
399,583,1,20,0
411,397,4,23,1
698,462,4,3,1
979,633,6,12,0
782,497,3,3,1
127,781,5,7,0
94,480,6,8,0
136,790,0,11,0
64,956,1,21,1
947,54,5,22,1
472,560,5,15,0
419,724,0,14,1
488,567,4,17,0
165,505,5,22,1
333,53,5,19,0
986,73,3,20,1
748,42,4,12,0
175,707,6,11,0
50,359,3,12,0
889,420,3,2,1
280,526,0,14,0
229,533,0,14,0
203,210,3,21,1
939,440,6,20,1
372,212,6,13,0
803,636,5,18,0
414,383,4,14,0
77,386,6,10,0
741,397,6,2,0
520,47,0,23,0
928,590,6,12,0
844,514,1,7,0
161,716,6,15,0
911,599,3,20,1
365,92,1,9,0
166,708,3,18,0
431,103,4,7,0
869,342,5,17,0
161,414,4,20,1
304,308,5,9,0
113,867,5,22,1
257,782,1,4,0
791,915,4,7,0
344,845,3,13,0
635,629,3,19,0
333,864,3,18,0
106,734,0,21,1
983,439,0,16,0
177,251,4,21,1
124,424,4,17,0
771,591,6,5,0
388,952,4,6,0
85,884,1,12,0
401,951,6,20,0
342,767,3,21,0
11,119,4,21,1
355,731,1,23,1
514,420,2,23,0
973,322,2,21,0
943,111,0,16,0
425,900,6,2,0
765,424,3,21,0
616,646,3,2,1
834,225,6,1,1
617,303,4,18,0
367,930,6,20,1
233,555,0,7,0
918,695,1,21,0
161,167,2,23,1
318,279,3,21,1
730,147,1,22,0
267,717,3,7,0
696,397,0,18,0
327,756,3,2,0
169,16,0,14,1
585,860,3,14,0
15,644,3,5,1
448,167,2,20,1
118,181,3,4,1
794,131,3,3,0
905,730,1,1,1
122,652,4,9,0
396,730,4,20,1
988,729,6,11,0
437,8,3,18,0
889,462,1,10,0
160,216,6,6,0
715,840,5,2,1
147,34,4,3,1
334,431,1,6,0
422,807,6,18,0
314,537,4,2,1
256,668,1,14,0
859,574,3,7,0
911,228,1,12,1
659,818,2,9,0
391,827,2,8,0
765,817,6,18,0
385,117,2,14,0
449,263,2,6,0
674,651,5,9,0
440,968,1,17,0
910,518,1,21,0
120,291,5,11,0
218,847,4,19,0
694,114,1,19,0
117,338,1,3,1
768,238,3,20,0
449,245,5,8,0
269,243,4,4,0
353,922,0,14,0
31,419,4,0,1
497,37,3,17,0
22,832,1,12,0
797,729,0,19,0
839,738,3,8,0
82,198,3,18,0
412,39,5,16,0
911,8,6,7,0
106,915,1,7,0
929,650,0,8,0
518,499,5,12,0
82,161,4,5,0
503,323,1,10,0
552,855,4,2,1
238,249,0,5,1
480,588,1,3,0
263,745,1,11,0
28,950,4,16,0
318,962,3,2,0
953,818,2,1,1
429,428,3,12,0
838,426,2,18,0
330,144,3,10,0
237,672,1,10,0
409,893,3,19,1
572,575,2,2,1
688,270,2,23,0
920,313,6,13,0
584,254,5,11,0
2,875,1,20,1
311,685,0,11,0
374,887,5,17,0
372,241,1,3,1
540,27,5,22,0
910,277,3,11,1
686,734,5,22,1
374,284,0,22,1
137,674,0,3,1
536,895,4,9,0
339,424,0,7,1
164,738,5,2,0
29,264,2,12,0
320,388,6,11,0
952,921,5,1,1
906,644,2,12,0
156,585,6,6,0
242,626,3,0,1
819,886,4,5,1
638,695,2,23,1
120,875,2,19,0
257,268,6,23,1
868,497,2,8,0
496,345,2,19,0
572,243,6,12,0
288,706,1,1,1
838,199,3,18,0
571,479,4,12,0
655,276,3,4,0
683,980,1,3,0
881,301,0,7,0
698,496,5,23,0
906,259,4,3,0
661,643,5,19,0
444,763,1,9,0
319,70,6,13,0
4,659,1,6,0
167,264,3,1,1
168,202,0,18,0
423,493,0,2,1
254,478,1,12,0
957,117,5,7,0
719,795,4,13,0
926,386,1,11,0
285,342,4,3,1
630,545,0,16,0
924,553,5,20,1
679,852,1,10,0
4,3,4,5,0
627,271,1,3,1
192,971,4,22,0
353,311,4,1,1
221,75,6,15,0
254,756,1,7,1
736,901,6,21,1
119,490,0,21,1
340,546,2,12,0
934,471,2,17,0
583,441,2,19,1
395,752,3,10,0
491,615,0,17,0
748,338,3,10,0
83,578,1,3,1
505,512,3,14,0
264,998,5,4,0
991,877,0,18,0
387,858,0,4,1
121,675,4,2,1
278,728,0,2,1
209,756,6,16,0
677,365,6,14,0
757,55,1,3,1
223,958,6,15,0
509,458,0,4,1
993,596,3,8,0
135,964,6,13,0
806,403,2,11,0
240,43,1,15,0
135,176,5,16,0
849,536,3,6,0
482,523,5,9,0
595,122,5,9,0
309,121,3,8,0
625,907,0,1,0
609,676,5,9,0
702,973,2,17,0
500,217,0,20,1
341,731,0,5,1
49,586,6,9,0
738,848,4,15,0
208,952,4,23,0
602,101,5,6,0
692,525,5,18,1
563,198,4,2,1
272,807,0,12,0
531,967,0,8,0
938,740,0,0,1
753,246,5,5,0
98,183,1,6,0
246,412,1,2,0
919,71,3,7,0
481,263,6,0,1
336,33,2,2,1
325,346,0,4,1
618,730,3,7,0
361,197,4,14,0
852,410,4,20,0
388,599,4,2,0
231,158,2,14,0
298,558,3,13,0
44,61,5,6,0
517,355,5,23,1
387,44,5,12,0
363,60,0,15,0
739,911,5,1,1
312,645,1,20,1
595,319,5,7,0
468,560,5,10,0
630,584,0,2,1
87,702,1,12,0
876,250,4,6,0
833,282,5,13,0
632,638,1,6,0
800,894,0,9,0
297,429,2,18,0
27,568,5,4,1
101,315,5,16,0
376,708,3,23,1
890,882,1,15,1
343,857,2,4,1
226,777,6,20,1
67,761,3,6,0
613,744,1,20,1
429,530,6,2,1
523,41,1,9,0
855,887,4,14,0
319,723,2,19,0
402,681,4,17,0
782,472,6,3,0
526,56,0,21,1
405,972,4,23,1
232,867,4,9,0
163,127,4,7,0
348,949,5,13,1
232,966,2,15,1
424,448,5,23,1
94,914,1,1,0
930,746,6,0,0
935,988,2,17,0
124,77,6,20,1
676,751,4,19,0
256,971,2,9,1
302,764,6,13,0
35,561,6,10,0
925,267,2,22,0
859,300,2,2,1
15,860,6,19,0
505,204,2,18,1
716,914,2,18,0
231,944,2,22,1
310,87,5,13,0
976,175,2,1,0
5,737,2,5,1
668,361,4,8,0
490,610,6,5,0
160,700,3,12,0
740,45,4,5,0
554,635,3,3,0
302,712,1,23,1
975,188,0,7,0
251,664,4,0,1
549,449,3,4,0
79,623,0,0,1
186,115,3,20,0
263,397,5,2,0
169,913,1,5,0
490,501,4,23,1
588,201,3,19,0
447,391,4,17,0
298,180,2,12,0
566,341,5,0,1
273,346,5,9,1
341,184,6,11,0
115,631,4,20,1
942,775,2,17,0
756,457,4,6,0
262,4,1,14,0
428,656,1,13,0
471,1,0,2,1
768,510,3,13,0
617,437,6,16,0
776,333,1,8,0
776,233,2,12,0
728,405,3,19,1
663,544,0,8,0
662,962,4,5,1
912,367,6,3,0
679,196,1,17,0
447,894,1,7,0
334,198,2,17,0
65,109,6,20,0
78,40,3,0,0
661,990,0,12,0
15,769,2,14,0
437,665,3,16,0
795,737,6,9,0
730,689,3,8,0
1,854,1,1,0
441,870,2,23,0
233,20,5,13,0
319,208,1,9,0
13,58,2,21,1
442,342,2,21,0
323,398,5,11,1
43,538,6,0,1
363,777,4,21,1
59,573,5,8,0
301,466,3,8,1
363,352,1,22,1
901,738,4,8,0
319,801,4,15,0
357,404,3,13,1
920,709,4,12,0
302,4,4,8,0
139,23,3,9,1
503,512,2,17,0
219,652,2,6,0
303,654,1,13,0
683,468,3,20,0
92,641,2,1,1
580,889,0,4,1
662,574,6,2,1
697,33,3,11,0
647,289,1,22,1
90,522,2,8,1
925,669,3,19,0
889,833,4,14,0
296,771,4,13,0
114,697,6,13,0
467,761,0,12,0
524,645,4,17,0
578,456,4,7,0
988,60,6,4,1
70,601,3,12,0
481,184,3,22,1
441,585,5,7,1
685,253,6,8,0
596,10,0,21,1
91,835,0,6,0
112,117,0,18,0
937,857,2,8,0
86,387,2,14,1
532,962,2,22,0
375,164,5,7,0
482,731,6,4,1
604,789,4,13,0
567,642,5,2,1
585,725,1,0,1
774,410,2,23,0
79,471,3,11,0
199,678,3,19,0
775,659,2,21,1
376,193,5,22,0
899,43,0,14,0
195,856,5,23,1
270,44,1,12,0
289,537,1,9,0
899,288,3,14,1
54,816,3,21,1
420,20,4,16,0
865,689,0,10,0
44,329,1,14,0
783,469,5,5,0
130,788,4,22,0
230,717,4,3,1
866,611,2,13,0
313,548,2,20,1
486,695,3,23,0
849,814,5,9,0
94,798,6,21,1
498,22,4,8,0
891,845,6,20,1
770,934,1,16,0
122,365,0,9,0
770,962,2,15,0
305,853,3,0,1
446,59,5,19,1
118,278,6,3,1
191,707,0,11,0
482,506,3,19,0
350,338,0,0,1
885,623,3,19,0
644,676,6,2,0
424,224,3,8,0
526,990,5,14,0
657,185,4,9,0
573,405,0,22,0
80,862,2,8,0
663,473,2,19,0
693,506,0,17,0
586,112,2,0,1
416,579,3,17,0
561,272,1,4,1
943,8,2,5,1
342,365,6,7,1
624,821,3,22,1
620,140,2,6,0
239,751,5,1,1
700,658,4,19,0
867,962,2,8,0
180,661,4,14,0
813,338,6,11,0
135,364,1,8,1
520,673,6,0,0
144,548,0,4,1
979,794,4,5,1
358,955,1,6,0
225,820,2,20,0
796,234,3,11,0
973,946,2,6,0
830,45,6,9,0
276,645,4,9,1
721,887,4,23,1
588,91,3,9,0
74,871,3,16,0
562,308,5,21,1
715,699,2,13,0
370,213,5,22,0
962,777,2,20,0
563,76,6,6,0
102,440,6,18,0
628,343,4,2,0
176,844,0,5,1
99,984,1,3,1
668,594,4,13,0
683,589,3,15,0
989,142,3,23,1
421,117,6,16,0
633,91,1,0,0
341,499,1,17,0
140,843,0,4,1
23,377,2,1,1
173,591,1,23,1
440,933,6,15,0
559,413,3,21,1
381,385,1,10,0
230,333,6,15,0
676,259,0,16,0
319,941,3,9,0
428,882,4,2,1
707,471,0,23,1
927,328,1,9,0
227,182,0,19,1
298,975,4,21,1
469,335,2,13,0
305,452,4,4,1
89,636,0,6,0
517,891,5,0,0
32,28,1,19,0
687,664,1,22,1
921,958,3,4,1
844,697,1,14,0
9,824,2,11,0
441,907,2,9,0
714,746,5,8,0
77,844,2,8,0
467,832,2,21,1
556,798,5,3,1
232,264,5,23,1
914,278,5,10,0
461,209,5,18,0
462,456,1,0,0
452,675,0,4,1
543,61,3,5,1
703,651,4,4,1
9,421,0,5,1
949,639,0,3,1
548,333,2,11,0
62,600,4,6,0
99,693,2,12,0
932,664,2,16,0
502,782,5,18,0
887,479,3,7,0
722,363,2,12,0
52,76,0,18,0
985,988,4,23,1
516,116,4,20,1
237,598,2,2,0
496,185,3,15,0
500,306,0,16,0
331,717,4,21,1
134,427,0,20,1
466,531,0,17,0
110,212,2,19,0
212,679,5,11,0
870,823,6,10,0
520,758,6,1,1
359,479,3,1,1
660,536,2,22,0
931,509,6,3,1
458,277,5,20,1
62,762,6,21,0
700,433,5,2,1
599,973,0,14,0
775,171,2,0,0
304,136,1,13,0
491,658,6,8,0
237,863,6,0,0
552,244,5,8,0
237,256,6,15,0
119,919,0,13,0
907,744,5,10,0
544,6,0,23,1
622,320,6,15,0
483,771,4,12,0
553,47,6,11,0
922,323,3,1,1
411,11,0,5,1
799,803,6,15,0
397,395,0,12,0
739,658,0,1,1
600,677,2,16,0
341,86,1,0,1
967,656,3,18,0
290,263,0,15,0
53,419,3,17,1
744,2,3,16,0
199,250,1,9,1
253,196,1,8,0
721,265,2,1,1
715,125,3,22,0
774,673,3,1,0
765,146,5,22,1
460,346,3,10,0
513,531,1,18,0
294,846,1,9,0
10,961,3,14,0
731,609,0,3,1
317,563,1,2,1
184,237,6,18,0
204,843,6,10,0
126,416,4,7,0
918,124,2,4,1
857,760,6,14,0
264,678,3,17,0
731,447,2,17,0
654,194,1,18,0
85,919,2,19,0
219,200,2,15,0
752,454,4,15,0
460,698,5,8,0
239,591,1,1,1
44,194,6,3,0
713,678,3,12,0
603,325,1,10,0
64,609,1,9,1
603,875,1,19,0
147,421,3,19,0
931,313,4,5,1
157,561,4,20,1
870,683,3,2,1
623,255,5,8,0
506,309,1,1,1
573,474,3,15,0
943,491,5,11,0
641,650,4,3,1
580,488,3,9,0
512,5,3,6,0
530,433,2,15,0
520,255,0,1,1
182,224,4,17,0
728,33,3,23,1
51,535,3,0,1
483,228,4,20,1
314,164,0,1,0
483,935,4,22,1
860,68,0,4,1
849,556,4,13,1
303,228,1,9,0
89,174,4,9,0
731,74,6,10,0
250,482,6,3,0
41,903,1,18,0
589,631,4,7,0
349,520,5,20,1
254,852,0,1,0
450,727,3,6,0
58,519,2,9,0
849,416,3,1,1
364,934,1,12,0
191,997,3,5,1
826,716,6,2,1
523,167,3,15,0
601,382,4,20,1
497,532,3,17,0
906,124,5,19,0
973,29,6,0,0
58,772,6,20,1
510,255,6,10,0
41,964,5,16,0
644,750,2,8,0
22,124,2,1,1
740,610,3,10,0
912,346,2,19,0
664,808,0,9,1
249,53,3,13,0
187,550,3,17,0
394,585,6,15,0
996,292,4,9,0
696,877,6,20,1
665,59,0,7,0
496,544,1,4,0
111,698,6,21,1
169,430,0,0,1
376,771,0,6,0
458,446,3,1,1
49,655,3,13,1
751,86,0,14,0
555,728,6,3,1
484,101,5,3,1
591,63,3,10,0
650,913,5,5,0
76,562,6,9,0
464,983,4,13,0
616,791,5,11,0
709,760,6,6,1
314,955,1,15,0
520,379,4,20,1
573,126,3,5,1
417,172,3,11,0
875,26,2,14,0
598,764,2,19,0
149,13,6,20,1
782,309,2,9,0
185,823,6,8,0
369,990,6,20,1
131,530,0,6,0
131,794,5,22,1
194,368,2,16,1
97,346,0,9,0
98,400,4,16,0
258,123,1,12,0
188,172,3,9,0
685,455,6,11,0
969,246,4,18,0
506,157,4,15,0
111,403,3,13,0
274,345,2,7,0
943,913,3,23,1
85,715,0,10,0
329,18,1,16,0
481,959,6,12,0
122,978,2,12,0
210,807,6,23,0
638,13,4,12,0
180,199,2,1,1
564,366,6,10,0
182,387,2,19,0
638,423,5,0,1
404,975,1,3,1
264,643,5,23,1
227,819,2,15,0
404,353,6,5,0
174,951,2,7,0
418,565,2,0,1
703,120,6,17,0
660,391,2,15,0
459,184,0,22,1
518,627,4,12,0
99,170,3,6,0
987,977,3,13,0
607,260,5,16,1
817,153,5,12,0
265,799,1,5,1
788,927,6,12,0
897,625,5,9,0
584,828,0,9,0
337,40,5,11,0
76,706,0,8,0
345,683,4,21,1
937,889,1,12,0
97,145,0,5,1
766,852,5,20,1
103,349,5,17,0
593,982,5,1,1
882,455,2,15,0
84,101,1,0,1
679,523,5,1,0
883,657,2,9,0
754,465,0,8,0
357,878,3,4,1
937,815,4,15,0
407,879,5,20,1
725,255,5,5,0
3,683,5,21,1
464,861,0,12,0
348,160,2,20,1
518,681,1,9,0
238,238,0,19,0
913,87,2,3,1
961,290,1,16,0
65,203,4,12,0
99,768,3,16,0
698,555,1,19,0
175,809,6,17,0
403,142,2,1,1
113,78,4,9,0
508,356,1,11,1
852,186,6,0,0
700,812,6,10,0
569,550,2,6,0
357,956,5,12,0
839,192,6,3,1
738,17,4,5,0
16,908,6,17,0
137,217,0,11,0
745,242,6,10,0
165,987,4,3,1
912,546,1,16,0
546,406,3,23,1
940,701,2,5,1
877,523,4,20,0
120,51,6,6,0
870,840,3,11,0
56,562,1,17,0
415,781,0,4,0
990,444,5,20,0
129,750,1,11,0
418,112,3,19,0
495,775,3,13,0
991,230,4,0,1
145,99,0,12,1
975,509,4,0,1
591,497,3,4,1
214,686,2,19,0
21,385,6,8,0
78,275,3,15,0
371,539,1,8,0
939,471,4,19,1
614,277,2,10,0
502,484,5,7,0
928,961,6,2,1
957,659,0,16,0
662,689,1,0,0
145,313,0,9,0
58,906,0,3,1
329,846,0,13,1
820,964,3,5,1
832,128,6,10,0
803,355,2,9,0
873,167,4,2,1
564,856,3,19,0
241,205,5,16,0
886,72,5,16,0
798,450,3,21,1
669,429,4,19,0
915,90,6,10,0
8,822,5,21,1
193,782,4,5,1
840,580,3,4,0
137,390,4,8,0
18,300,5,3,0
793,346,5,1,1
419,440,5,12,0
930,781,6,2,1
490,647,3,1,1
381,961,6,9,0
478,863,0,23,0
717,362,1,4,0
254,704,4,16,0
562,323,6,11,0
508,264,1,15,0
778,535,2,7,0
185,750,1,14,0
182,59,0,15,0
372,60,2,23,0
979,878,4,11,0
705,497,6,17,0
476,453,5,17,0
55,996,5,3,1
58,351,6,0,1
943,224,6,0,0
283,121,6,0,1
209,309,0,21,1
486,119,3,21,0
374,864,5,17,0
530,183,6,12,0
900,292,0,8,1
586,745,5,14,0
57,689,2,14,0
16,983,3,23,1
778,65,1,10,0
991,449,4,11,0
2,724,6,7,0
749,673,1,11,0
574,450,2,23,0
139,267,0,14,0
230,640,3,11,0
476,770,0,16,0
327,415,6,11,1
432,486,5,2,1
123,286,2,22,1
204,723,5,12,0
521,514,6,0,1
909,852,1,2,0
552,938,4,9,0
456,193,5,11,0
652,887,2,1,1
207,413,5,8,0
328,302,6,16,0
987,894,5,7,0
113,501,3,8,0
388,669,1,2,1
985,96,1,14,1
616,365,5,16,0
725,664,6,5,1
648,818,2,22,1
283,857,0,9,0
139,450,1,19,0
322,156,0,8,0
768,541,1,0,1
472,229,3,8,0
938,871,1,14,0
164,942,6,21,0
378,150,0,15,0
165,2,1,0,1
854,301,3,20,1
602,581,6,9,0
92,835,3,21,1
682,207,3,17,0
22,197,6,3,1
39,863,2,9,1
979,102,3,3,0
915,865,4,23,1
464,818,3,15,0
948,160,4,9,0
253,503,4,14,0
304,489,1,11,0
511,453,2,20,1
347,950,3,20,1
616,888,5,5,1
136,60,1,13,0
658,873,0,21,1
413,628,5,16,0
708,819,0,1,1
764,488,2,13,0
2,540,5,6,0
701,548,5,19,0
145,862,1,16,0
363,345,0,6,0
177,373,2,16,1
302,310,1,16,0
784,85,2,9,0
411,720,4,19,0
237,823,2,16,0
776,702,1,14,0
493,311,3,4,0
911,862,1,2,0
699,690,3,13,0
333,902,2,8,0
692,563,4,14,0
288,545,4,5,1
176,147,1,14,1
161,569,3,6,0
338,775,6,9,0
67,472,0,9,0
920,43,4,4,1
209,256,4,14,1
250,505,4,23,1
779,36,2,14,0
486,60,0,8,0
396,185,0,14,0
636,295,2,21,1
839,659,0,11,1
540,331,5,0,1
750,807,1,20,1
908,613,4,10,0
228,391,5,15,0
570,713,3,10,0
802,880,1,16,0
584,911,0,3,0
912,634,3,23,1
525,515,5,18,0
53,931,0,19,0
517,151,2,21,0
303,403,4,3,0
453,852,4,23,0
590,761,5,4,1
240,391,0,0,1
228,845,4,19,0
770,810,4,9,0
990,782,0,4,1
856,835,2,15,0
469,770,1,15,0
723,618,0,9,0
945,375,6,22,1
549,443,4,11,0
853,187,0,6,1
501,111,2,17,0
127,371,2,12,0
249,256,4,4,1
288,969,1,1,1
670,755,6,5,1
910,204,3,17,1
620,325,5,22,1
451,30,6,20,1
954,787,4,8,0
928,121,0,15,0
704,188,4,0,0
117,692,1,22,1
292,646,1,21,1
516,277,4,20,0
977,680,4,12,1
512,494,4,9,0
610,37,4,11,1
535,310,2,17,1
815,269,2,14,0
710,148,4,9,0
579,151,2,13,0
294,288,2,10,0
11,197,2,20,0
314,596,5,9,0
124,985,4,7,0
984,72,1,22,0
920,701,4,11,0
396,647,2,6,0
154,883,4,7,1
43,899,5,12,0
665,837,1,7,0
233,123,2,22,1
528,587,0,10,0
469,494,3,10,0
264,39,5,9,0
909,592,5,18,0
381,391,4,14,1
703,910,3,20,1
874,357,2,15,0
260,132,0,22,1
937,96,5,0,0
759,259,0,9,1
407,864,2,17,0
549,359,4,7,0
606,959,3,3,0
580,903,1,9,0
551,480,4,5,0
782,675,4,8,0
746,611,4,23,1
662,931,6,18,0
412,147,0,10,1
855,872,2,18,0
280,725,0,23,1
269,550,0,3,1
16,272,5,14,0
726,41,4,20,1
763,515,1,21,0
837,892,6,12,0
510,7,5,15,0
506,607,3,9,0
297,449,1,5,0
441,207,4,11,0
974,912,4,8,0
535,373,5,22,1
150,389,0,12,0
936,310,5,5,1
164,3,0,2,1
662,249,2,5,1
507,7,2,1,1
595,477,3,1,1
995,997,4,4,1
218,527,6,11,0
42,833,0,2,1
881,891,5,3,0
239,834,6,14,0
654,774,3,18,0
623,919,1,4,1
727,209,3,6,0
266,84,5,11,0
69,653,4,13,0
709,418,6,15,0
20,103,6,9,0
646,640,3,12,0
734,500,4,1,1
449,465,4,21,1
785,729,2,0,1
401,850,2,15,0
247,611,3,10,0
544,221,6,4,0
27,528,2,1,1
308,267,0,18,0
123,713,5,7,0
208,749,0,18,0
544,146,6,3,0
340,941,5,11,0
596,592,0,13,0
882,670,5,9,0
701,507,5,13,0
791,665,2,19,0
143,650,5,2,0
778,619,3,5,1
318,678,4,23,1
187,798,0,16,0
412,513,0,8,0
789,39,6,7,1
554,946,3,4,1
633,344,1,1,1
675,257,4,16,0
169,40,3,9,0
290,957,6,15,0
732,323,6,7,0
862,900,0,10,0
28,205,6,3,1
33,520,0,12,0
955,118,5,2,1
739,967,3,21,1
715,993,2,16,0
687,563,1,3,1
627,519,2,19,0
934,522,3,22,1
768,153,0,22,1
18,870,4,15,0
361,245,0,5,0
279,98,6,18,0
502,38,4,15,0
317,717,6,23,1
360,62,0,13,0
503,989,0,6,0
831,295,3,13,0
114,749,5,16,0
322,656,2,18,0
87,7,2,12,0
386,199,6,19,0
108,4,3,4,1
48,216,6,1,1
912,609,4,19,0
244,388,3,20,1
267,135,1,7,0
119,910,3,2,0
58,733,3,2,1
718,599,4,12,1
209,916,4,4,1
512,850,2,7,0
399,717,3,0,1
890,626,3,23,1
101,915,3,5,1
728,883,1,1,1
228,412,6,3,1
744,538,3,2,1
472,751,5,4,1
744,237,0,16,0
439,508,1,9,0
41,893,0,19,0
548,527,0,3,1
20,604,3,9,0
102,771,3,10,0
836,550,2,5,0
981,539,4,0,1
472,416,5,13,0
28,328,1,6,0
485,837,2,17,0
888,963,5,9,0
851,837,1,22,0
982,95,5,19,0
396,355,2,4,1
14,332,2,8,0
668,115,1,2,1
115,472,0,15,0
432,205,5,1,1
407,949,5,22,1
584,164,0,6,0
358,944,2,13,0
206,890,0,23,1
281,714,5,4,1
934,690,5,15,0
365,13,0,18,0
848,327,1,14,0
927,709,2,17,0
440,732,0,17,0
336,93,3,16,0
828,147,3,3,1
744,976,4,7,0
978,291,2,22,1
474,827,2,21,0
515,475,5,3,1
61,928,2,9,0
906,952,6,12,0
908,976,4,6,0
751,438,4,12,0
399,353,6,13,0
139,417,5,1,1
603,303,1,19,0
528,828,1,21,0
507,762,5,15,0
293,114,1,5,1
389,418,2,12,1
750,526,4,1,1
589,520,4,22,1
43,906,1,21,1
667,468,5,14,0
6,479,3,0,0
98,767,2,5,1
269,686,0,7,1
426,34,5,3,0
0,872,3,13,0
771,705,0,19,0
635,791,0,21,1
393,530,0,5,1
643,707,1,13,0
693,557,4,22,1
968,132,3,23,0
70,118,3,13,0
996,135,4,15,0
112,791,2,16,0
216,213,0,9,0
862,560,6,9,0
597,536,1,6,0
777,76,2,15,0
157,664,3,7,0
368,185,2,6,0
268,869,1,2,0
171,527,3,19,0
202,323,6,11,0
56,581,3,1,1
622,215,2,16,0
914,859,0,4,1
106,37,6,23,0
893,802,6,14,0
149,767,2,9,0
146,562,0,10,0
782,506,4,7,0
984,916,2,8,0
532,138,4,10,0
656,99,6,7,0
934,802,4,23,1
337,366,5,12,1
44,190,3,1,0
446,983,3,1,1
589,650,2,2,0
644,366,1,9,0
253,116,6,1,1
285,206,0,15,0
12,910,4,21,0
785,470,1,4,1
713,993,6,3,1
185,45,1,6,0
440,313,0,16,0
559,870,2,12,0
314,898,1,17,0
11,252,0,19,0
112,780,0,1,1
284,666,2,2,1
330,422,5,23,1
498,211,0,1,0
119,393,2,11,0
743,593,1,2,0
732,847,0,11,0
615,432,6,12,0
671,140,0,18,0
490,609,6,23,1
251,824,3,3,0
598,403,4,19,0
325,534,6,2,1
348,930,0,20,1
629,66,4,3,1
706,906,2,16,0
992,711,6,0,0
46,239,4,13,0
375,721,4,7,0
20,41,5,3,1
569,579,5,9,0
455,882,5,16,0
501,865,3,14,0
435,662,5,16,0
247,982,3,10,0
261,921,5,22,1
343,870,6,7,0
890,685,4,11,0
1,796,1,23,0
762,839,4,11,0
639,199,4,22,1
175,123,6,17,0
907,804,6,20,1
143,135,1,23,0
332,861,5,13,0
442,840,6,11,0
941,558,4,21,1
393,476,2,13,0
740,425,1,8,0
362,690,6,12,0
269,623,2,0,1
161,540,0,15,0
676,210,4,0,0
299,321,3,14,0
817,224,6,7,0
590,170,1,16,0
381,878,6,2,1
326,890,4,6,0
372,387,1,2,0
303,510,1,23,0
261,852,2,22,0
475,459,0,19,0
950,85,4,2,0
850,871,2,15,0
669,554,5,19,1
914,217,5,17,0
125,471,1,17,0
846,943,6,6,0
615,270,0,17,0
997,132,5,16,0
94,51,6,0,1
586,977,1,9,0
616,307,4,3,0
827,126,2,7,0
225,880,5,13,0
980,536,5,9,0
437,679,4,5,1
591,341,2,22,1
218,424,1,6,0
995,392,5,10,0
659,865,6,20,0
154,859,4,9,0
401,895,0,1,1
334,791,0,17,0
18,918,4,22,1
197,441,6,14,0
617,986,0,1,1
318,912,1,9,0
495,33,0,13,1
106,662,4,14,0
172,829,5,7,0
369,13,0,2,0
587,93,1,17,0
24,403,0,22,1
672,847,3,4,1
934,12,2,4,1
623,845,6,17,0
921,236,5,17,0
645,449,3,22,0
634,96,2,13,0
431,554,3,19,0
146,414,3,8,0
297,543,0,9,0
404,863,5,5,1
965,793,3,15,0
306,878,6,11,1
514,106,6,19,0
78,402,1,18,0
179,53,1,5,1
921,542,3,22,1
610,605,6,18,0
632,747,5,21,1
459,38,0,10,0
226,492,4,0,1
40,669,6,21,1
24,175,1,21,1
52,124,5,20,0
618,956,6,12,0
389,261,6,5,1
620,878,4,23,0
658,400,5,8,0
890,288,2,4,1
822,751,2,20,0
16,53,1,14,1
765,698,2,5,1
911,257,3,18,0
531,423,3,8,0
880,580,4,1,1
877,661,6,19,0
670,743,6,8,0
52,196,3,16,0
383,8,2,18,1
671,978,3,22,0
700,855,1,11,0
32,410,1,2,1
193,637,2,23,0
834,877,6,19,0
374,581,3,2,1
755,329,3,6,0
888,615,1,8,0
543,440,2,20,1
690,410,2,9,0
220,976,6,9,0
434,992,3,10,0
978,104,4,17,0
725,882,4,18,0
440,300,1,16,0
807,554,0,12,0
98,795,3,15,1
471,599,2,1,1
963,58,5,4,0
504,939,4,1,1
358,759,6,5,1
46,204,5,15,0
984,83,4,5,1
671,863,2,4,1
377,251,0,2,1
52,678,4,18,0
474,130,2,19,0
916,913,6,4,0
125,10,1,17,0
938,439,3,11,1
442,842,2,14,0
251,448,0,12,0
195,699,6,6,0
228,365,2,8,0
131,505,1,0,1
54,539,0,7,0
10,306,6,23,1
148,470,3,22,0
884,54,5,14,0
886,24,2,4,1
590,149,3,3,0
326,978,0,2,0
768,185,1,14,1
578,377,0,14,0
285,313,3,13,0
619,357,5,5,1
469,68,5,5,1
