lsoa_a,lsoa_b,day,hour,label
E01000083,E01000323,Thursday,19:25,0
E01000187,E01000786,Sunday,16:52,0
E01000292,E01000887,Sunday,06:32,0
E01000778,E01000011,Monday,08:38,0
E01000833,E01000685,Wednesday,07:06,0
E01000256,E01000665,Monday,02:37,1
E01000125,E01000049,Wednesday,11:12,0
E01000006,E01000178,Thursday,05:47,0
E01000954,E01000364,Sunday,07:51,0
E01000414,E01000899,Friday,22:05,1
E01000199,E01000741,Thursday,03:45,0
E01000413,E01000391,Tuesday,13:57,0
E01000577,E01000981,Monday,14:20,0
E01000682,E01000060,Thursday,21:37,0
E01000896,E01000618,Friday,10:32,0
E01000862,E01000942,Monday,23:05,1
E01000568,E01000340,Sunday,21:47,1
E01000548,E01000964,Saturday,18:33,1
E01000239,E01000863,Sunday,08:31,0
E01000534,E01000617,Wednesday,03:38,1
E01000923,E01000469,Monday,15:28,0
E01000364,E01000335,Wednesday,09:10,0
E01000070,E01000209,Tuesday,10:11,0
E01000658,E01000571,Tuesday,20:20,0
E01000944,E01000964,Wednesday,18:31,0
E01000981,E01000213,Tuesday,16:44,0
E01000565,E01000998,Friday,21:19,1
E01000782,E01000471,Monday,19:31,0
E01000250,E01000671,Tuesday,18:14,0
E01000401,E01000295,Saturday,15:33,0
E01000038,E01000866,Monday,20:03,0
E01000797,E01000643,Sunday,21:48,1
E01000566,E01000600,Wednesday,02:22,1
E01000978,E01000512,Sunday,07:33,0
E01000252,E01000111,Friday,08:18,0
E01000565,E01000978,Wednesday,06:02,0
E01000065,E01000805,Tuesday,23:46,0
E01000348,E01000029,Wednesday,01:17,0
E01000825,E01000705,Thursday,10:10,0
E01000617,E01000453,Sunday,17:08,0
E01000503,E01000624,Sunday,19:59,0
E01000275,E01000604,Thursday,05:00,1
E01000290,E01000182,Friday,04:16,1
E01000845,E01000503,Thursday,18:40,0
E01000525,E01000946,Tuesday,11:01,1
E01000351,E01000796,Saturday,06:32,0
E01000410,E01000519,Sunday,21:09,1
E01000619,E01000291,Monday,22:28,1
E01000746,E01000263,Wednesday,21:22,1
E01000305,E01000114,Monday,03:20,0
E01000224,E01000083,Saturday,01:27,1
E01000894,E01000062,Thursday,02:20,0
E01000706,E01000142,Monday,20:19,1
E01000049,E01000021,Wednesday,20:52,1
E01000435,E01000077,Saturday,20:08,1
E01000039,E01000435,Monday,20:21,1
E01000259,E01000056,Wednesday,21:08,1
E01000314,E01000759,Saturday,16:26,0
E01000638,E01000686,Sunday,18:35,0
E01000276,E01000609,Sunday,10:29,0
E01000234,E01000604,Wednesday,14:25,0
E01000738,E01000061,Sunday,22:17,0
E01000224,E01000684,Sunday,08:22,0
E01000062,E01000198,Friday,20:29,1
E01000724,E01000113,Thursday,09:40,1
E01000664,E01000792,Saturday,20:48,1
E01000713,E01000476,Saturday,13:48,0
E01000573,E01000762,Friday,11:34,0
E01000609,E01000091,Sunday,11:31,0
E01000440,E01000947,Monday,03:18,1
E01000496,E01000826,Tuesday,13:24,1
E01000862,E01000961,Sunday,15:35,0
E01000354,E01000478,Thursday,12:35,0
E01000606,E01000190,Friday,06:47,0
E01000852,E01000318,Saturday,23:33,0
E01000826,E01000621,Wednesday,11:33,0
E01000877,E01000101,Thursday,13:26,0
E01000049,E01000214,Wednesday,13:54,1
E01000385,E01000253,Wednesday,11:43,0
E01000827,E01000899,Tuesday,08:46,0
E01000363,E01000651,Monday,10:23,0
E01000043,E01000787,Thursday,13:03,0
E01000315,E01000594,Saturday,19:03,0
E01000522,E01000321,Friday,00:25,1
E01000023,E01000636,Sunday,06:06,0
E01000964,E01000572,Saturday,13:35,0
E01000533,E01000784,Thursday,11:22,1
E01000655,E01000935,Tuesday,14:21,1
E01000299,E01000658,Saturday,06:50,0
E01000205,E01000922,Sunday,15:16,0
E01000300,E01000887,Friday,18:13,0
E01000420,E01000111,Thursday,23:11,1
E01000783,E01000159,Wednesday,14:02,0
E01000370,E01000132,Thursday,06:24,0
E01000602,E01000158,Sunday,01:02,1
E01000868,E01000520,Saturday,12:15,0
E01000625,E01000329,Wednesday,17:12,0
E01000271,E01000770,Monday,02:20,1
E01000451,E01000799,Thursday,03:03,1
E01000246,E01000620,Wednesday,01:40,1
E01000287,E01000474,Wednesday,01:31,1
E01000806,E01000886,Wednesday,11:01,0
E01000177,E01000294,Monday,23:33,0
E01000716,E01000860,Thursday,03:58,1
E01000375,E01000439,Sunday,14:24,0
E01000496,E01000533,Saturday,08:15,0
E01000828,E01000189,Saturday,22:24,1
E01000816,E01000845,Thursday,18:57,0
E01000624,E01000638,Friday,05:33,1
E01000258,E01000239,Tuesday,07:53,0
E01000366,E01000194,Friday,19:16,0
E01000098,E01000413,Saturday,00:35,1
E01000448,E01000424,Thursday,05:20,0
E01000468,E01000306,Monday,03:53,0
E01000323,E01000597,Friday,08:28,1
E01000195,E01000446,Sunday,11:31,0
E01000072,E01000960,Monday,15:58,0
E01000520,E01000599,Wednesday,10:21,0
E01000200,E01000801,Thursday,07:12,0
E01000018,E01000314,Monday,13:01,0
E01000357,E01000081,Thursday,19:20,0
E01000335,E01000876,Thursday,14:37,0
E01000857,E01000933,Thursday,05:38,1
E01000848,E01000340,Sunday,12:29,0
E01000066,E01000575,Saturday,10:35,0
E01000310,E01000043,Tuesday,14:22,0
E01000359,E01000683,Sunday,11:42,0
E01000869,E01000694,Thursday,14:32,1
E01000381,E01000214,Wednesday,12:34,0
E01000173,E01000027,Thursday,08:41,0
E01000166,E01000579,Tuesday,06:03,0
E01000339,E01000296,Friday,17:05,0
E01000476,E01000352,Monday,19:59,0
E01000318,E01000143,Monday,02:03,1
E01000030,E01000055,Sunday,16:06,0
E01000668,E01000841,Friday,21:54,1
E01000275,E01000579,Thursday,04:49,1
E01000308,E01000489,Tuesday,05:17,1
E01000477,E01000670,Tuesday,18:43,0
E01000987,E01000209,Sunday,03:08,0
E01000100,E01000885,Saturday,12:55,0
E01000682,E01000170,Thursday,09:37,1
E01000983,E01000375,Saturday,16:18,0
E01000911,E01000841,Monday,07:26,1
E01000588,E01000900,Sunday,02:37,0
E01000968,E01000598,Sunday,02:55,1
E01000234,E01000787,Saturday,08:54,0
E01000253,E01000363,Wednesday,20:05,0
E01000340,E01000068,Saturday,17:56,0
E01000455,E01000157,Monday,17:07,0
E01000034,E01000716,Saturday,07:31,0
E01000919,E01000506,Monday,14:38,0
E01000147,E01000481,Friday,15:41,1
E01000873,E01000639,Saturday,10:14,0
E01000073,E01000998,Wednesday,14:57,0
E01000632,E01000009,Friday,01:58,1
E01000975,E01000856,Friday,04:51,1
E01000020,E01000400,Monday,15:36,0
E01000481,E01000317,Wednesday,11:49,0
E01000085,E01000891,Tuesday,23:11,1
E01000685,E01000669,Sunday,03:08,1
E01000062,E01000719,Monday,22:01,1
E01000463,E01000862,Wednesday,12:53,1
E01000251,E01000989,Sunday,11:23,0
E01000664,E01000435,Tuesday,22:03,1
E01000715,E01000868,Wednesday,13:15,1
E01000970,E01000265,Saturday,11:19,0
E01000020,E01000730,Thursday,19:17,0
E01000857,E01000975,Thursday,02:48,1
E01000652,E01000289,Thursday,20:00,1
E01000409,E01000153,Tuesday,03:32,1
E01000833,E01000100,Friday,17:57,0
E01000071,E01000734,Tuesday,12:46,0
E01000275,E01000289,Saturday,05:15,1
E01000455,E01000674,Thursday,13:56,0
E01000118,E01000710,Monday,05:13,1
E01000718,E01000038,Monday,00:30,1
E01000904,E01000244,Saturday,00:53,0
E01000015,E01000227,Monday,07:33,1
E01000491,E01000737,Monday,13:04,0
E01000473,E01000761,Sunday,19:21,0
E01000722,E01000993,Monday,02:26,1
E01000809,E01000461,Tuesday,02:51,0
E01000676,E01000907,Wednesday,04:01,1
E01000391,E01000036,Wednesday,20:56,1
E01000686,E01000385,Sunday,20:59,0
E01000442,E01000808,Saturday,03:06,1
E01000859,E01000449,Thursday,15:48,0
E01000197,E01000829,Sunday,00:54,1
E01000011,E01000982,Monday,12:38,0
E01000128,E01000191,Friday,12:55,0
E01000487,E01000858,Tuesday,03:04,1
E01000572,E01000052,Tuesday,21:45,1
E01000204,E01000400,Wednesday,10:55,0
E01000989,E01000753,Friday,10:36,0
E01000185,E01000332,Tuesday,15:54,0
E01000914,E01000139,Thursday,11:26,0
E01000355,E01000669,Tuesday,10:39,0
E01000315,E01000181,Friday,22:03,0
E01000107,E01000378,Wednesday,04:15,1
E01000929,E01000661,Sunday,02:07,1
E01000101,E01000926,Tuesday,08:45,0
E01000630,E01000643,Sunday,15:15,0
E01000088,E01000961,Thursday,07:47,0
E01000589,E01000455,Sunday,04:16,1
E01000160,E01000864,Tuesday,03:59,1
E01000663,E01000186,Monday,15:32,0
E01000943,E01000992,Thursday,11:09,0
E01000128,E01000572,Tuesday,03:02,1
E01000182,E01000946,Saturday,07:14,1
E01000223,E01000438,Friday,06:56,0
E01000147,E01000692,Wednesday,14:11,0
E01000139,E01000385,Sunday,15:10,1
E01000186,E01000625,Thursday,06:34,0
E01000422,E01000298,Saturday,14:51,0
E01000590,E01000596,Monday,23:26,1
E01000314,E01000235,Sunday,10:19,0
E01000030,E01000951,Saturday,01:57,0
E01000975,E01000924,Friday,08:20,1
E01000318,E01000804,Thursday,17:45,0
E01000145,E01000611,Friday,03:56,1
E01000427,E01000434,Friday,15:09,0
E01000585,E01000348,Thursday,03:31,0
E01000513,E01000654,Friday,21:53,1
E01000535,E01000473,Tuesday,05:24,1
E01000490,E01000361,Saturday,13:35,0
E01000312,E01000482,Monday,17:48,0
E01000502,E01000845,Tuesday,23:52,0
E01000387,E01000665,Sunday,09:01,0
E01000519,E01000533,Tuesday,14:18,0
E01000328,E01000378,Tuesday,05:23,1
E01000444,E01000034,Thursday,11:16,0
E01000430,E01000750,Wednesday,18:17,0
E01000272,E01000174,Tuesday,02:05,1
E01000769,E01000154,Monday,21:08,0
E01000910,E01000504,Saturday,14:38,1
E01000507,E01000256,Sunday,06:55,1
E01000765,E01000177,Friday,20:22,1
E01000955,E01000176,Thursday,01:20,0
E01000526,E01000620,Tuesday,22:17,1
E01000446,E01000772,Wednesday,03:13,0
E01000759,E01000482,Wednesday,20:28,1
E01000186,E01000554,Sunday,07:13,0
E01000097,E01000941,Thursday,09:54,0
E01000585,E01000564,Saturday,10:19,0
E01000737,E01000218,Sunday,15:42,0
E01000693,E01000322,Thursday,21:23,0
E01000261,E01000863,Wednesday,21:11,1
E01000795,E01000685,Sunday,05:01,1
E01000184,E01000411,Sunday,15:06,0
E01000482,E01000410,Wednesday,13:50,0
E01000774,E01000030,Thursday,15:25,0
E01000847,E01000363,Friday,20:37,1
E01000056,E01000160,Sunday,00:38,1
E01000721,E01000575,Friday,14:15,0
E01000620,E01000048,Tuesday,14:05,0
E01000438,E01000703,Friday,04:50,1
E01000424,E01000619,Sunday,20:31,1
E01000458,E01000108,Friday,21:47,0
E01000964,E01000427,Friday,06:45,0
E01000707,E01000105,Monday,19:58,0
E01000983,E01000597,Wednesday,12:55,0
E01000177,E01000164,Tuesday,04:07,1
E01000743,E01000077,Tuesday,20:47,0
E01000637,E01000797,Saturday,23:35,1
E01000405,E01000148,Thursday,13:42,0
E01000609,E01000730,Thursday,10:05,0
E01000931,E01000087,Sunday,01:06,1
E01000351,E01000592,Friday,12:29,0
E01000225,E01000384,Sunday,05:30,1
E01000139,E01000371,Thursday,17:55,0
E01000056,E01000492,Tuesday,03:52,1
E01000361,E01000082,Saturday,16:52,0
E01000472,E01000147,Monday,02:12,1
E01000657,E01000918,Wednesday,10:53,0
E01000847,E01000144,Thursday,05:45,0
E01000356,E01000975,Saturday,09:34,0
E01000224,E01000255,Sunday,18:50,0
E01000962,E01000427,Wednesday,19:31,0
E01000049,E01000928,Sunday,17:32,0
E01000144,E01000025,Saturday,10:01,0
E01000026,E01000726,Thursday,02:45,0
E01000779,E01000194,Wednesday,10:40,0
E01000273,E01000517,Thursday,14:44,0
E01000781,E01000046,Tuesday,20:37,0
E01000558,E01000188,Saturday,07:24,0
E01000491,E01000059,Monday,23:09,0
E01000910,E01000928,Friday,15:16,0
E01000117,E01000550,Thursday,01:20,1
E01000115,E01000102,Tuesday,14:31,0
E01000825,E01000133,Friday,19:07,0
E01000960,E01000544,Sunday,17:17,0
E01000492,E01000732,Friday,16:52,1
E01000319,E01000030,Tuesday,07:19,0
E01000189,E01000983,Wednesday,00:40,0
E01000456,E01000398,Saturday,14:51,0
E01000978,E01000505,Saturday,07:50,0
E01000549,E01000666,Thursday,03:28,1
E01000385,E01000825,Sunday,20:54,1
E01000488,E01000599,Saturday,13:56,0
E01000471,E01000147,Sunday,02:40,0
E01000198,E01000517,Sunday,08:13,1
E01000694,E01000547,Saturday,18:40,0
E01000862,E01000218,Saturday,18:42,1
E01000439,E01000040,Wednesday,00:58,1
E01000643,E01000745,Monday,15:51,0
E01000457,E01000225,Wednesday,06:12,0
E01000773,E01000050,Monday,14:14,0
E01000235,E01000358,Tuesday,04:29,1
E01000636,E01000757,Monday,06:37,0
E01000290,E01000183,Tuesday,22:29,1
E01000324,E01000127,Tuesday,09:45,0
E01000621,E01000033,Monday,21:13,1
E01000074,E01000855,Wednesday,19:04,0
E01000488,E01000054,Thursday,20:58,0
E01000506,E01000190,Wednesday,08:53,0
E01000628,E01000044,Tuesday,21:21,0
E01000720,E01000998,Sunday,05:43,1
E01000537,E01000392,Sunday,16:30,0
E01000233,E01000629,Thursday,21:00,1
E01000304,E01000334,Friday,10:20,0
E01000968,E01000766,Tuesday,14:24,0
E01000921,E01000640,Sunday,06:11,0
E01000897,E01000792,Tuesday,00:26,1
E01000671,E01000180,Saturday,17:29,0
E01000999,E01000676,Saturday,17:44,0
E01000101,E01000286,Monday,10:00,1
E01000965,E01000668,Thursday,04:02,1
E01000198,E01000821,Friday,19:33,0
E01000228,E01000754,Thursday,06:59,0
E01000413,E01000669,Sunday,02:09,1
E01000942,E01000556,Saturday,20:11,0
E01000789,E01000079,Tuesday,05:04,1
E01000364,E01000039,Tuesday,14:53,0
E01000674,E01000412,Friday,21:20,1
E01000136,E01000938,Friday,01:28,1
E01000562,E01000048,Monday,07:05,0
E01000621,E01000874,Tuesday,04:18,1
E01000841,E01000484,Friday,19:16,0
E01000962,E01000143,Wednesday,03:41,1
E01000140,E01000474,Thursday,17:26,0
E01000233,E01000807,Wednesday,22:28,1
E01000954,E01000758,Wednesday,21:25,1
E01000895,E01000671,Saturday,12:39,0
E01000247,E01000332,Wednesday,14:17,0
E01000650,E01000144,Sunday,00:00,1
E01000155,E01000358,Thursday,01:23,1
E01000194,E01000370,Monday,06:38,1
E01000644,E01000408,Thursday,07:39,0
E01000301,E01000897,Saturday,07:42,0
E01000885,E01000641,Tuesday,19:16,0
E01000385,E01000291,Saturday,00:29,1
E01000990,E01000526,Tuesday,19:00,0
E01000731,E01000411,Wednesday,17:34,1
E01000509,E01000576,Monday,12:03,0
E01000010,E01000700,Saturday,07:58,0
E01000136,E01000682,Friday,07:04,0
E01000902,E01000493,Saturday,00:12,0
E01000711,E01000934,Saturday,19:21,0
E01000749,E01000147,Monday,12:24,0
E01000304,E01000365,Saturday,08:28,0
E01000660,E01000070,Friday,13:01,0
E01000513,E01000326,Sunday,02:46,1
E01000080,E01000130,Friday,03:56,1
E01000155,E01000895,Saturday,03:56,1
E01000411,E01000138,Monday,22:38,1
E01000190,E01000838,Sunday,18:04,0
E01000967,E01000811,Saturday,02:05,1
E01000436,E01000597,Thursday,11:12,0
E01000758,E01000040,Sunday,02:07,1
E01000029,E01000120,Sunday,18:15,0
E01000079,E01000897,Saturday,09:31,0
E01000293,E01000279,Thursday,23:57,1
E01000221,E01000800,Saturday,03:27,1
E01000229,E01000570,Monday,08:12,0
E01000051,E01000904,Sunday,21:40,1
E01000135,E01000251,Sunday,04:56,1
E01000376,E01000858,Monday,22:23,0
E01000245,E01000131,Monday,01:42,0
E01000048,E01000345,Wednesday,21:42,0
E01000704,E01000546,Friday,19:53,1
E01000365,E01000375,Monday,10:19,0
E01000457,E01000402,Monday,18:58,0
E01000040,E01000051,Saturday,09:44,0
E01000857,E01000709,Friday,03:36,1
E01000665,E01000125,Monday,12:40,0
E01000138,E01000698,Monday,21:00,1
E01000253,E01000186,Sunday,18:10,0
E01000163,E01000241,Sunday,04:07,1
E01000626,E01000109,Thursday,07:29,0
E01000334,E01000880,Saturday,22:53,0
E01000549,E01000389,Thursday,00:45,1
E01000719,E01000586,Tuesday,06:22,0
E01000353,E01000601,Friday,18:10,0
E01000316,E01000519,Saturday,17:33,0
E01000856,E01000232,Thursday,17:34,0
E01000670,E01000365,Friday,15:51,0
E01000917,E01000540,Saturday,16:38,0
E01000109,E01000628,Sunday,10:04,0
E01000125,E01000563,Friday,00:28,1
E01000870,E01000727,Thursday,00:05,1
E01000866,E01000169,Thursday,00:06,0
E01000308,E01000994,Sunday,21:32,0
E01000038,E01000947,Thursday,16:48,0
E01000394,E01000651,Saturday,14:53,0
E01000329,E01000973,Friday,04:27,1
E01000826,E01000711,Saturday,23:18,1
E01000477,E01000301,Sunday,09:14,1
E01000667,E01000004,Wednesday,07:13,0
E01000820,E01000379,Sunday,11:09,0
E01000219,E01000090,Monday,10:01,0
E01000013,E01000374,Sunday,03:21,1
E01000165,E01000372,Thursday,00:53,1
E01000900,E01000887,Monday,01:08,0
E01000101,E01000300,Thursday,09:01,0
E01000822,E01000168,Saturday,23:38,1
E01000536,E01000947,Sunday,21:58,1
E01000837,E01000030,Saturday,22:20,1
E01000019,E01000573,Tuesday,12:35,0
E01000793,E01000011,Friday,23:58,1
E01000393,E01000236,Friday,04:22,1
E01000980,E01000910,Thursday,23:38,1
E01000754,E01000933,Tuesday,20:49,0
E01000226,E01000346,Tuesday,21:25,1
E01000303,E01000641,Sunday,22:44,0
E01000687,E01000367,Monday,15:00,0
E01000031,E01000665,Monday,04:47,1
E01000147,E01000952,Monday,18:47,0
E01000326,E01000711,Monday,17:21,0
E01000423,E01000300,Thursday,08:53,0
E01000150,E01000791,Saturday,08:13,0
E01000747,E01000254,Thursday,01:05,0
E01000087,E01000983,Saturday,17:39,0
E01000288,E01000306,Wednesday,12:04,0
E01000020,E01000332,Friday,16:39,0
E01000776,E01000838,Friday,21:47,1
E01000480,E01000031,Monday,12:49,0
E01000890,E01000123,Wednesday,21:54,1
E01000799,E01000441,Monday,23:08,1
E01000687,E01000561,Saturday,07:51,0
E01000977,E01000287,Saturday,07:56,0
E01000309,E01000389,Friday,07:00,0
E01000441,E01000229,Monday,01:10,1
E01000135,E01000768,Wednesday,23:33,1
E01000694,E01000430,Friday,01:34,1
E01000925,E01000361,Tuesday,16:07,0
E01000184,E01000135,Saturday,13:27,0
E01000328,E01000693,Tuesday,18:31,0
E01000920,E01000169,Tuesday,04:05,1
E01000787,E01000810,Tuesday,08:11,0
E01000020,E01000150,Friday,19:38,1
E01000820,E01000907,Friday,15:52,0
E01000803,E01000307,Wednesday,15:11,0
E01000587,E01000394,Sunday,14:30,1
E01000328,E01000640,Wednesday,05:53,1
E01000594,E01000350,Saturday,02:12,1
E01000304,E01000041,Friday,00:15,1
E01000174,E01000540,Monday,18:32,0
E01000417,E01000931,Monday,18:36,0
E01000174,E01000881,Sunday,07:17,1
E01000975,E01000562,Sunday,18:28,0
E01000913,E01000812,Saturday,07:38,0
E01000631,E01000171,Wednesday,13:47,1
E01000025,E01000161,Thursday,11:51,0
E01000913,E01000826,Wednesday,13:07,0
E01000232,E01000918,Wednesday,07:30,0
E01000712,E01000829,Saturday,07:54,0
E01000379,E01000860,Thursday,04:49,1
E01000780,E01000338,Sunday,04:26,0
E01000607,E01000345,Monday,05:02,0
E01000751,E01000160,Saturday,23:38,1
E01000931,E01000710,Sunday,20:19,1
E01000655,E01000231,Wednesday,09:40,0
E01000577,E01000752,Friday,20:58,1
E01000330,E01000042,Sunday,23:43,1
E01000778,E01000049,Saturday,03:22,1
E01000060,E01000567,Tuesday,21:56,0
E01000902,E01000083,Wednesday,19:57,0
E01000322,E01000244,Wednesday,06:49,0
E01000566,E01000364,Saturday,18:36,0
E01000052,E01000664,Tuesday,05:21,1
E01000681,E01000574,Sunday,11:49,0
E01000928,E01000880,Wednesday,11:29,0
E01000131,E01000523,Tuesday,19:39,0
E01000202,E01000624,Sunday,05:53,1
E01000901,E01000156,Thursday,22:27,1
E01000691,E01000522,Sunday,04:44,1
E01000747,E01000163,Saturday,11:01,1
E01000849,E01000109,Tuesday,17:50,0
E01000972,E01000446,Wednesday,00:31,0
E01000845,E01000088,Monday,10:04,0
E01000868,E01000560,Tuesday,22:00,1
E01000420,E01000178,Friday,22:51,1
E01000021,E01000518,Wednesday,05:40,1
E01000315,E01000214,Tuesday,08:00,1
E01000473,E01000845,Thursday,12:10,0
E01000347,E01000696,Monday,05:25,1
E01000885,E01000947,Thursday,11:25,0
E01000208,E01000186,Saturday,23:09,1
E01000297,E01000324,Saturday,04:41,1
E01000486,E01000724,Thursday,07:41,1
E01000960,E01000300,Friday,00:41,1
E01000940,E01000285,Monday,21:31,0
E01000706,E01000616,Monday,10:03,0
E01000395,E01000046,Monday,03:59,1
E01000315,E01000039,Friday,04:06,1
E01000823,E01000762,Saturday,01:55,1
E01000031,E01000100,Friday,15:40,0
E01000697,E01000283,Wednesday,02:25,1
E01000828,E01000541,Friday,01:15,1
E01000825,E01000137,Sunday,09:34,0
E01000390,E01000196,Saturday,08:22,0
E01000438,E01000182,Wednesday,11:17,1
E01000420,E01000454,Wednesday,10:07,0
E01000699,E01000861,Friday,19:26,0
E01000252,E01000317,Saturday,03:47,1
E01000140,E01000066,Friday,02:27,0
E01000633,E01000246,Sunday,13:20,1
E01000695,E01000773,Wednesday,03:04,1
E01000671,E01000153,Sunday,17:41,0
E01000261,E01000404,Friday,11:18,0
E01000361,E01000540,Monday,09:22,0
E01000527,E01000661,Friday,04:07,1
E01000380,E01000779,Friday,23:52,1
E01000468,E01000253,Monday,10:53,0
E01000194,E01000221,Thursday,15:20,0
E01000119,E01000438,Friday,16:57,0
E01000624,E01000234,Tuesday,15:54,0
E01000508,E01000036,Monday,04:05,1
E01000397,E01000853,Thursday,21:26,1
E01000374,E01000900,Thursday,18:43,0
E01000111,E01000945,Wednesday,06:37,0
E01000336,E01000640,Friday,16:48,0
E01000085,E01000416,Wednesday,12:06,1
E01000927,E01000376,Sunday,17:04,0
E01000455,E01000031,Friday,02:47,1
E01000939,E01000583,Tuesday,03:09,0
E01000239,E01000946,Wednesday,01:46,1
E01000075,E01000481,Wednesday,18:54,0
E01000604,E01000121,Monday,10:59,0
E01000515,E01000618,Sunday,16:31,0
E01000993,E01000915,Friday,23:42,1
E01000123,E01000248,Wednesday,06:33,0
E01000544,E01000472,Sunday,06:25,0
E01000659,E01000438,Wednesday,21:05,1
E01000067,E01000836,Tuesday,09:21,1
E01000129,E01000637,Saturday,10:30,1
E01000189,E01000184,Wednesday,02:55,1
E01000957,E01000225,Wednesday,03:00,1
E01000901,E01000491,Wednesday,11:38,0
E01000847,E01000987,Wednesday,18:25,0
E01000027,E01000932,Saturday,21:50,1
E01000208,E01000294,Saturday,12:22,0
E01000781,E01000178,Monday,12:43,0
E01000168,E01000061,Saturday,10:33,0
E01000346,E01000595,Sunday,18:08,0
E01000561,E01000684,Wednesday,10:31,0
E01000493,E01000771,Thursday,17:34,0
E01000889,E01000668,Thursday,17:45,0
E01000642,E01000763,Sunday,01:09,0
E01000234,E01000253,Friday,21:00,0
E01000208,E01000154,Saturday,03:12,1
E01000599,E01000457,Friday,19:09,0
E01000858,E01000649,Saturday,06:34,0
E01000314,E01000499,Saturday,03:58,1
E01000958,E01000626,Wednesday,06:54,0
E01000651,E01000650,Friday,09:52,0
E01000858,E01000161,Sunday,00:04,1
E01000790,E01000146,Tuesday,02:56,1
E01000973,E01000534,Friday,18:37,0
E01000727,E01000033,Saturday,13:28,0
E01000163,E01000771,Friday,14:36,0
E01000394,E01000608,Saturday,00:12,1
E01000957,E01000091,Wednesday,07:31,1
E01000184,E01000731,Tuesday,17:23,0
E01000780,E01000488,Saturday,19:21,1
E01000149,E01000800,Sunday,23:07,1
E01000428,E01000218,Tuesday,09:19,1
E01000421,E01000031,Monday,04:04,0
E01000687,E01000084,Saturday,16:04,0
E01000715,E01000588,Saturday,01:48,1
E01000756,E01000799,Monday,04:33,1
E01000096,E01000562,Saturday,12:18,0
E01000482,E01000120,Saturday,18:19,0
E01000115,E01000583,Wednesday,21:35,1
E01000567,E01000186,Sunday,20:34,1
E01000595,E01000946,Saturday,07:37,1
E01000475,E01000956,Friday,15:17,0
E01000265,E01000190,Sunday,19:47,0
E01000461,E01000965,Thursday,20:50,1
E01000961,E01000630,Friday,10:36,0
E01000125,E01000080,Saturday,00:37,1
E01000222,E01000318,Friday,12:49,0
E01000759,E01000927,Sunday,00:37,1
E01000888,E01000120,Thursday,09:18,0
E01000325,E01000020,Wednesday,13:07,0
E01000407,E01000083,Tuesday,05:42,0
E01000067,E01000886,Friday,00:47,1
E01000229,E01000093,Thursday,20:58,1
E01000913,E01000278,Friday,07:43,0
E01000941,E01000074,Friday,04:54,1
E01000532,E01000426,Thursday,12:29,0
E01000097,E01000715,Thursday,00:09,1
E01000413,E01000804,Friday,20:52,1
E01000573,E01000853,Wednesday,06:35,0
E01000904,E01000295,Monday,01:54,1
E01000918,E01000767,Tuesday,20:32,0
E01000919,E01000294,Tuesday,12:03,0
E01000723,E01000979,Tuesday,09:28,0
E01000424,E01000326,Friday,15:12,0
E01000577,E01000154,Monday,22:49,1
E01000447,E01000228,Friday,20:11,0
E01000674,E01000220,Wednesday,04:39,1
E01000981,E01000718,Thursday,13:34,1
E01000723,E01000723,Sunday,07:22,1
E01000457,E01000819,Thursday,12:13,0
E01000445,E01000733,Monday,16:12,0
E01000444,E01000713,Monday,17:05,0
E01000942,E01000904,Tuesday,13:04,1
E01000166,E01000018,Saturday,05:57,0
E01000266,E01000687,Saturday,12:28,1
E01000754,E01000369,Sunday,03:34,1
E01000858,E01000576,Sunday,23:52,1
E01000337,E01000163,Wednesday,05:40,1
E01000659,E01000023,Thursday,19:28,0
E01000126,E01000810,Monday,12:11,0
E01000403,E01000910,Monday,17:44,1
E01000409,E01000872,Saturday,10:30,0
E01000480,E01000721,Friday,20:25,1
E01000144,E01000358,Thursday,17:53,0
E01000929,E01000963,Monday,01:33,0
E01000537,E01000852,Tuesday,10:59,0
E01000089,E01000968,Friday,12:25,0
E01000160,E01000208,Sunday,20:02,1
E01000289,E01000866,Wednesday,06:17,0
E01000734,E01000860,Sunday,07:56,0
E01000315,E01000418,Saturday,23:14,1
E01000350,E01000089,Friday,18:01,0
E01000433,E01000672,Saturday,22:21,0
E01000748,E01000590,Thursday,16:01,0
E01000905,E01000236,Sunday,05:09,1
E01000946,E01000616,Wednesday,22:39,0
E01000209,E01000549,Sunday,13:52,0
E01000710,E01000761,Friday,09:56,0
E01000725,E01000982,Wednesday,04:30,0
E01000479,E01000379,Wednesday,09:19,0
E01000608,E01000559,Thursday,17:12,0
E01000149,E01000870,Thursday,12:43,0
E01000487,E01000587,Tuesday,03:53,1
E01000309,E01000170,Monday,03:02,1
E01000234,E01000743,Thursday,19:42,0
E01000986,E01000472,Sunday,23:43,1
E01000915,E01000427,Tuesday,09:34,0
E01000142,E01000926,Saturday,09:32,0
E01000661,E01000681,Friday,11:50,0
E01000250,E01000523,Sunday,11:25,0
E01000785,E01000290,Monday,22:24,1
E01000848,E01000065,Sunday,20:20,0
E01000449,E01000266,Thursday,00:39,0
E01000915,E01000406,Sunday,08:30,0
E01000889,E01000398,Sunday,10:11,0
E01000811,E01000895,Saturday,10:36,0
E01000451,E01000373,Thursday,03:03,0
E01000726,E01000921,Tuesday,20:15,1
E01000341,E01000728,Saturday,13:40,0
E01000044,E01000594,Tuesday,10:51,0
